system_name,period_days
Kepler-326,2.248329
Kepler-370,4.57953
Kepler-256,1.620493
HAT-P-7,2.20474
Kepler-674,2.243381847
Kepler-737,28.59915399
Kepler-551,12.3764661
Kepler-374,5.028219
Kepler-375,12.125934
Kepler-380,7.630004
Kepler-118,7.518496
Kepler-390,6.738088
Kepler-243,20.026218
Kepler-306,44.840975
Kepler-382,12.162701
Kepler-1254,5.72717226
Kepler-391,7.416755
Kepler-246,11.187161
Kepler-244,9.767292
Kepler-387,11.837549
Kepler-180,13.817124
Kepler-594,13.64618192
Kepler-292,2.580827
Kepler-744,12.06222443
Kepler-341,42.473269
Kepler-1015,16.00494214
Kepler-758,20.4966197
Kepler-255,5.714606
Kepler-337,3.292781
Kepler-301,13.751243
Kepler-528,19.78297415
Kepler-187,4.938864
Kepler-224,5.925003
Kepler-220,45.902733
Kepler-149,29.198943
Kepler-362,10.327186
Kepler-365,17.784129
Kepler-194,17.308032
Kepler-106,43.8445
Kepler-372,6.849692
Kepler-152,18.207973
Kepler-243,5.715442
Kepler-228,11.094286
Kepler-378,28.906009
Kepler-198,17.790037
Kepler-207,5.868075
Kepler-118,20.17202
Kepler-406,2.42629
Kepler-97,2.58664
Kepler-146,31.158799
Kepler-244,4.311792
Kepler-208,4.22864
Kepler-181,4.302149
Kepler-228,4.134444
Kepler-406,4.62332
TOI-178,1.914558
Kepler-147,33.416423
Kepler-144,5.885273
Kepler-182,20.684342
Kepler-197,10.349695
Kepler-156,4.973456
Kepler-700,80.8720639
Kepler-150,7.381998
Kepler-248,16.239494
Kepler-1962,7.991459846
Kepler-146,76.732171
Kepler-853,7.16892463
Kepler-274,11.634788
Kepler-174,13.98179
Kepler-1562,64.2737752
Kepler-150,12.56093
CoRoT-22,9.75598
WASP-104,1.7554137
CoRoT-24,11.759
Kepler-663,4.99678284
KOI-1257,86.647661
XO-2 S,120.8
Kepler-188,5.996553
Kepler-196,47.427737
Kepler-247,20.477912
Kepler-135,11.448708
Kepler-1028,2.51462432
Kepler-169,13.767102
Kepler-557,3.705989551
Kepler-214,28.7798
Kepler-149,55.328328
Kepler-154,3.93276465
Kepler-340,14.844387
Kepler-882,3.989539666
Kepler-254,5.826662
Kepler-257,6.581484
Kepler-174,44.000529
Kepler-192,21.2234
Kepler-169,3.250619
Kepler-169,87.090195
Kepler-218,44.699576
Kepler-106,13.5708
Kepler-94,820.3
Kepler-93,1460.0
Kepler-171,39.595519
Kepler-174,247.35373
Kepler-347,27.320871
Kepler-348,17.265427
Kepler-193,11.38848
Kepler-97,789.0
Kepler-191,9.939632
Kepler-1778,10.08740044
Kepler-217,8.586004
Kepler-208,16.259458
Kepler-636,16.080661147
KOI-7892,75.2
KIC 10525077,854.083
XO-5,4.1877558
HD 130322,10.70871
K2-15,11.8104
K2-17,17.96753
KIC 9663113,572.3847
HD 32963,2372.0
Kepler-1392,15.1410397
HD 50554,1293.0
GJ 3341,14.207
WASP-20,4.8996284
Kepler-447,7.79430132
HAT-P-1,4.46529976
HATS-14,2.7667641
K2-9,18.4498
HD 1666,270.0
HD 67087,352.2
51 Eri,11688.0
HD 5583,139.35
HD 10180,2205.0
Kepler-801,11.41928253
Kepler-236,8.295611
Kepler-568,11.02347475
Kepler-296,5.8416366
K2-10,19.3044
Pr0211,4850.0
Kepler-436,64.00205
Kepler-296,34.14211
Kepler-296,63.33627
KELT-6,1276.0
HD 220842,218.47
HIP 109600,232.08
Kepler-443,177.6693
Kepler-437,66.65062
Kepler-1036,122.8808058
Kepler-8,3.5224991
Kepler-438,35.23319
Kepler-439,178.1396
Kepler-1003,3.554856915
tau Boo,3.3124568
Kepler-43,3.0240949
HD 141399,5000.0
HD 141399,1069.8
HD 113538,1818.0
HD 564,492.3
HAT-P-54,3.799847
Kepler-76,1.5449298
WASP-42,4.9816819
HD 108341,1129.0
TrES-5,1.48224686
Kepler-432,406.2
Kepler-5,3.5484657
HD 141399,201.99
Kepler-432,52.501129
HD 7924,15.299
WASP-41,421.0
Kepler-424,223.3
Kepler-422,7.8914483
WASP-57,2.83891856
HAT-P-50,3.1220109
Kepler-424,3.3118644
Kepler-427,10.290994
HD 128311,921.538
HD 128311,453.019
Kepler-449,33.6727
HAT-P-52,2.7535953
HD 1461,13.5052
Kepler-425,3.79701816
WASP-70 A,3.7130203
Kepler-75,8.8849116
Kepler-449,12.58242
Kepler-92,49.3568
HD 175607,29.01
HD 219134,94.2
Kepler-74,7.340711
Kepler-444,3.6001053
WASP-135,1.4013794
OGLE-2006-BLG-109L,4927.5
Qatar-2,1.33711647
Kepler-444,7.743493
HIP 107773,144.3
Kepler-430,35.968
Kepler-874,40.0686727
Kepler-876,5.14438011
Kepler-780,0.677375164
Kepler-802,40.0587473
Kepler-799,133.4605235
Kepler-872,2.578855068
Kepler-870,21.3587621
K2-30,4.098503
Kepler-851,8.50699658
Kepler-798,13.71933369
Kepler-797,27.07237711
Kepler-869,40.4287755
Kepler-868,5.03251791
Kepler-477,11.11990653
Kepler-847,2.343231895
Kepler-795,29.6193421
Kepler-796,6.40087618
Kepler-753,5.747725012
Kepler-866,2.617032536
Kepler-867,150.242127
Kepler-865,14.16399294
Kepler-754,14.5596237
Kepler-748,7.40742793
Kepler-793,4.24153639
Kepler-792,11.30119217
Kepler-863,15.59461874
Kepler-752,18.82747265
Kepler-766,6.10027804
Kepler-841,124.4198398
Kepler-790,13.73469807
Kepler-861,3.949631375
Kepler-860,5.101379454
Kepler-773,3.749100061
Kepler-774,11.0895723
Kepler-837,16.56059504
Kepler-897,8.0472642
Kepler-769,7.42608998
Kepler-836,11.36112327
Kepler-465,9.940672466
Kepler-484,10.045569313
Kepler-890,52.75875577
Kepler-892,13.7521072
Kepler-765,27.6655226
Kepler-784,31.5922646
Kepler-785,1.973760926
Kepler-831,5.62153941
Kepler-893,6.33855761
Kepler-894,9.803224
Kepler-781,13.2140732
Kepler-824,4.51436633
Kepler-823,4.16809082
Kepler-746,3.48159251
Kepler-822,3.222969273
KIC 9663113,20.74028413
Kepler-827,51.92927591
Kepler-471,5.014234575
Kepler-819,33.1995648
Kepler-818,10.035385814
Kepler-886,6.24146367
KELT-17,3.0801716
WASP-92,2.1746742
Kepler-755,1.269090374
Kepler-816,10.506825646
Kepler-815,8.57503552
Kepler-852,44.9309804
WASP-93,2.7325321
WASP-118,4.0460435
Kepler-758,12.1097104
Kepler-502,4.28686431
Kepler-813,19.12947337
Kepler-812,10.11716531
Kepler-883,12.98495573
HAT-P-66,2.972086
Kepler-760,8.70419416
Kepler-474,5.660672935
Kepler-811,23.58447697
Kepler-810,4.59725385
HD 42618,149.61
Kepler-768,11.3910025
Kepler-775,0.974868926
Kepler-463,8.981016833
Kepler-878,25.9422033
Kepler-877,18.45847097
Kepler-778,3.75574426
Kepler-908,1.340597468
Kepler-911,20.310501
Kepler-975,1.970342457
Kepler-995,28.26731672
Kepler-1008,12.43931193
Kepler-1045,26.41045478
Kepler-912,2.534756273
Kepler-913,10.29672521
Kepler-1042,10.13202575
Kepler-1026,36.5156053
Kepler-963,9.97683705
Kepler-1041,24.7576421
Kepler-910,2.364369015
Kepler-1017,7.23400469
Kepler-1018,49.1013514
Kepler-1030,19.32952416
Kepler-997,2.707306716
Kepler-915,4.59489604
Kepler-955,14.53244172
Kepler-964,13.5225106
Kepler-1007,5.185002073
Kepler-968,3.692983728
Kepler-966,99.747622
Kepler-925,33.8678531
Kepler-924,61.0370117
Kepler-987,105.3033148
Kepler-958,9.7678805
Kepler-1062,9.30412078
Kepler-1061,2.757982666
Kepler-927,9.1149903
Kepler-926,52.0688601
Kepler-1029,4.417696479
Kepler-996,3.770590584
Kepler-948,7.76846622
Kepler-962,12.05707239
Kepler-1120,2.949029052
Kepler-1119,8.3265153
Kepler-931,8.03755877
Kepler-929,0.921032135
Kepler-1059,3.764191048
Kepler-479,12.49341307
Kepler-1116,41.6977827
Kepler-933,14.20443009
Kepler-934,55.6738309
Kepler-952,130.3546919
Kepler-979,8.0880135
Kepler-1117,4.79028459
Kepler-1063,14.07971466
Kepler-935,4.88083852
Kepler-936,10.56134221
Kepler-977,26.85328322
Kepler-960,3.12686223
Kepler-976,105.9564148
Kepler-1112,14.36267939
Kepler-1114,14.97435694
Kepler-939,14.878296
Kepler-937,67.668827
Kepler-1006,19.76172042
Kepler-900,6.9913086
Kepler-940,59.6225257
Kepler-941,17.42395198
Kepler-905,5.082746517
Kepler-902,40.1099547
Kepler-918,4.85386933
Kepler-917,2.970414375
Kepler-310,56.47542
Kepler-473,14.55731705
Kepler-1000,120.0181272
Kepler-1037,1.063788673
Kepler-466,3.709213846
Kepler-906,41.6979976
Kepler-922,0.938466832
Kepler-1025,37.3229493
Kepler-989,7.964315352
Kepler-1019,1.411229847
Kepler-464,7.256965224
Kepler-943,49.7701438
Kepler-945,31.0033814
Kepler-1010,34.2685705
Kepler-1043,38.5053398
Kepler-944,43.3167737
Kepler-942,44.96417488
Kepler-1034,12.12400943
Kepler-993,22.08557563
Kepler-1013,18.93054959
Kepler-992,20.16034462
Kepler-403,7.031462
Kepler-951,71.52530845
HD 7199,615.0
Kepler-1230,9.95661537
Kepler-1229,86.828989
Kepler-1231,10.41725184
Kepler-1137,23.9210791
Kepler-1179,2.685057492
Kepler-1180,16.8601286
Kepler-1188,17.1369543
Kepler-1189,3.78858982
Kepler-1234,11.94014029
Kepler-1071,6.1799844
Kepler-1140,24.0862707
Kepler-1181,4.89337519
Kepler-94,2.50806
Kepler-1191,5.60014851
Kepler-1192,25.2034787
Kepler-518,8.512035877
Kepler-1141,2.344511944
HD 195019,18.20132
Kepler-1184,53.5991044
Kepler-1065,3.609308907
Kepler-1193,2.832652134
Kepler-549,42.9495649
HD 20794,89.68
Kepler-1077,34.3511874
Kepler-1078,3.00725242
Kepler-1196,66.1849031
WASP-24,2.34121
Kepler-1239,5.19104016
Kepler-1241,18.5525701
Kepler-1145,3.97076766
Kepler-1147,10.62784997
Kepler-1080,77.2548396
Kepler-1079,13.24503188
Kepler-1200,1.118549717
Kepler-1201,15.18725932
Kepler-1243,16.8320729
Kepler-1242,13.62798432
Kepler-1148,1.104463509
Kepler-1149,3.73089898
Kepler-1083,33.4177993
Kepler-1081,3.856918547
Kepler-1202,28.6851324
Kepler-1204,85.7350285
Kepler-1252,15.0540329
Kepler-1064,16.54080322
Kepler-1150,2.787868386
Kepler-1087,0.693842855
Kepler-1205,1.078390352
Kepler-1206,1.216997663
Kepler-1248,7.46725407
Kepler-1249,24.3347127
Kepler-1153,1.755835327
Kepler-1155,33.469743
Kepler-1091,1.434741564
Kepler-1092,58.6017925
Kepler-1210,8.07124073
Kepler-1207,13.68237119
Kepler-1250,2.607543834
Kepler-1251,45.0904643
Kepler-1093,25.0824626
Kepler-1094,78.1000231
Kepler-1212,12.94130146
Kepler-1211,11.01816836
Kepler-1245,4.35409304
Kepler-1160,7.97034958
Kepler-1162,32.5637069
Kepler-1215,4.76703963
Kepler-1214,18.82634264
Kepler-1122,42.1917357
Kepler-1125,17.6700642
Kepler-1164,3.97599768
Kepler-1166,33.2406882
Kepler-1101,81.3151059
Kepler-1099,2.168452593
Kepler-516,24.85462415
Kepler-1217,2.032325072
Kepler-1218,22.9221266
Kepler-1068,16.92344113
Kepler-1126,108.593329
Kepler-1168,55.8226539
Kepler-1103,19.79191978
Kepler-1102,51.3285623
Kepler-1221,12.00096042
Kepler-1130,5.45298175
Kepler-1169,6.11009134
Kepler-1107,0.571038518
Kepler-1105,4.421572182
Kepler-1222,1.916944254
Kepler-1223,16.301259
Kepler-1131,3.53232449
Kepler-1133,11.55562343
Kepler-1171,1.44259224
Kepler-480,4.919583795
Kepler-1172,26.0204423
Kepler-1109,37.6467384
Kepler-1110,9.69312032
Kepler-1224,13.32351601
Kepler-510,19.55659418
Kepler-1069,23.8990296
Kepler-1134,17.13263989
Kepler-1173,0.7698536
HD 290327,2443.0
Kepler-825,8.1818246
Kepler-804,9.65185017
Kepler-1228,0.577369579
Kepler-1227,94.2887577
Kepler-1135,76.957857
Kepler-1070,6.2216147
Kepler-1176,24.1738579
HD 4203,431.88
Kepler-1357,3.0091324
Kepler-1359,59.4970952
Kepler-304,1.499146953
Kepler-1273,28.625653
Kepler-1274,6.98152703
Kepler-1315,0.84338011
Kepler-1316,87.9732136
Kepler-1361,3.57554956
Kepler-1362,136.205626
Kepler-537,3.247555219
Kepler-758,8.1934719
Kepler-1275,3.65691115
Kepler-1276,12.5720095
Kepler-1317,0.568874427
Kepler-1318,213.257663
Kepler-1364,13.32196237
Kepler-1365,7.69993485
Kepler-722,105.144749
Kepler-763,1.19655156
Kepler-1279,23.4774101
Kepler-1320,0.868386528
Kepler-525,18.68404933
Kepler-1367,1.574090272
Kepler-770,1.475322314
Kepler-1280,66.5579057
Kepler-1282,2.131946513
Kepler-1323,0.929906678
Kepler-1325,33.8786838
Kepler-526,5.458498316
Kepler-1368,0.675649486
Kepler-783,4.29264638
Kepler-887,7.63846023
Kepler-1283,12.9460978
Kepler-1285,14.7967458
Kepler-1327,14.88801098
Kepler-527,13.28535633
Kepler-1369,25.873148
Kepler-1311,11.1726994
Kepler-1288,2.76122421
Kepler-1328,4.52158888
Kepler-1331,0.789161653
Kepler-1371,3.4462039
Kepler-1289,7.99019627
Kepler-512,34.43587975
Kepler-1332,11.87456832
Kepler-1334,15.64591713
Kepler-1391,54.4092333
Kepler-1290,4.69500134
Kepler-1293,5.57654784
Kepler-1335,6.26406846
Kepler-1336,23.198681
Kepler-1378,11.95398936
Kepler-1377,0.740928422
Kepler-1294,115.6862258
Kepler-1337,24.4002549
Kepler-1381,25.3842686
Kepler-1382,16.3583055
Kepler-1365,4.77468005
Kepler-1296,8.3839865
Kepler-1297,1.68189002
Kepler-1341,132.9968322
Kepler-1383,13.9093583
Kepler-1384,15.36262753
Kepler-1258,0.984940167
Kepler-1298,7.12811928
Kepler-1344,4.7683049
Kepler-1346,3.40165668
Kepler-1259,0.663085258
Kepler-1261,48.4308991
Kepler-1302,8.83922659
Kepler-1347,14.00947528
Kepler-1349,2.12823928
Kepler-80,0.9867873
Kepler-725,207.541
Kepler-223,7.38449
KOI-12,2500.0
Kepler-32,2.896
LTT 1445 A,5.35876
Kepler-1304,16.1288853
Kepler-515,19.96371318
Kepler-755,2.853133644
Kepler-532,12.92491623
Kepler-1264,0.968526023
Kepler-1306,16.29595382
Kepler-1307,18.01621096
Kepler-1352,1.877882748
Kepler-533,28.51120525
Kepler-524,7.97419807
Kepler-1267,13.0313945
Kepler-1309,28.8432647
Kepler-1310,0.679336272
Kepler-1354,76.613377
Kepler-1355,1.289588112
Kepler-534,15.95994513
Kepler-1208,11.08507637
Kepler-1271,3.0255955
Kepler-1312,5.448325286
Kepler-1415,0.63642408
Kepler-1414,3.51576315
Kepler-1547,0.692979676
Kepler-1548,124.828679
Kepler-1581,6.28385491
Kepler-1580,56.6449279
Kepler-1582,4.83817712
Kepler-690,7.748094374
Kepler-1615,47.3126192
Kepler-1616,6.76284377
Kepler-1418,22.4764425
Kepler-1549,214.886545
Kepler-482,56.35418576
Kepler-1583,9.32807355
Kepler-1617,27.4785572
Kepler-629,7.2385854
Kepler-1421,6.9131112
Kepler-1551,24.4973698
Kepler-1552,184.771853
Kepler-1586,15.6049212
Kepler-1587,9.4060467
Kepler-1618,6.10826019
Kepler-621,2.628113746
Kepler-1426,14.2563227
Kepler-154,9.91935684
Kepler-685,1.6255222
Kepler-1165,9.478522
Kepler-1588,7.84931739
Kepler-686,1.594745463
Kepler-1428,10.67607169
Kepler-1429,4.48487493
Kepler-1554,198.088774
Kepler-541,5.08005848
Kepler-1591,8.18504949
Kepler-1621,92.263714
Kepler-1622,10.8118737
Kepler-1431,5.86601526
Kepler-1432,23.9109011
Kepler-1555,8.10501635
Kepler-1556,8.82713457
Kepler-544,21.41616926
Kepler-1446,0.689967832
Kepler-1433,4.13592271
Kepler-1557,3.74032496
Kepler-577,25.69578251
Kepler-1596,66.373379
Kepler-1436,9.705716
Kepler-1437,10.9295461
Kepler-1560,3.03195744
Kepler-466,51.07926307
Kepler-403,13.61159129
Kepler-694,6.365841612
Kepler-1623,4.36128348
Kepler-1444,33.42035034
Kepler-1561,1.005207007
Kepler-1601,2.20921951
Kepler-631,17.97979059
Kepler-632,30.99660733
Kepler-1441,39.4419839
Kepler-683,2.539183179
Kepler-597,13.02365861
Kepler-1603,2.27163926
Kepler-1398,4.13827595
Kepler-1398,2.78815679
Kepler-1399,1.638653058
Kepler-549,117.040498
Kepler-684,6.770302008
Kepler-1566,0.539915238
Kepler-1606,196.435224
Kepler-1400,9.06689421
Kepler-1402,2.03387914
Kepler-543,13.89961966
Kepler-1607,13.6473676
Kepler-1608,16.4735686
Kepler-1403,5.19492202
Kepler-1404,15.9314739
Kepler-198,1.31184443
Kepler-192,6.47027579
Kepler-1572,5.49548621
Kepler-1574,6.9424334
Kepler-578,1.616883696
Kepler-1406,11.62905828
Kepler-1407,20.0711504
Kepler-625,4.1653651
Kepler-1245,2.936584681
Kepler-689,22.36656079
Kepler-1408,2.99793191
Kepler-1411,86.1150888
Kepler-1542,3.95116882
Kepler-625,7.75192492
Kepler-626,14.48585199
Kepler-1413,13.1829642
Kepler-1412,3.6146051
Kepler-1544,168.811174
Kepler-1085,219.3217528
Kepler-1626,4.13962966
Kepler-641,9.48961571
Kepler-1465,31.8277111
Kepler-1466,31.1750448
Kepler-1507,16.0506213
Kepler-1508,20.7056504
Kepler-1506,14.0329154
Kepler-1524,70.9674603
Kepler-639,10.21420496
Kepler-1468,8.23984869
Kepler-1509,25.4338197
Kepler-1510,84.703921
Kepler-1525,2.416601183
Kepler-1086,161.5163345
Kepler-1526,3.908632005
Kepler-642,4.41745855
Kepler-1469,21.8635301
Kepler-633,8.50340718
Kepler-1511,23.2382792
Kepler-1527,160.129918
Kepler-1628,76.378033
Kepler-712,21.02247699
Kepler-1470,16.2950903
Kepler-1471,3.63899398
Kepler-546,4.147020258
Kepler-1528,1.791110205
Kepler-1631,4.09513932
Kepler-1630,509.997402
Kepler-1632,448.303558
Kepler-1473,14.4273551
Kepler-1472,38.1312831
Kepler-111,3.341815
Kepler-598,3.70175428
Kepler-472,4.176255514
Kepler-1633,186.404271
Kepler-1477,11.55530021
Kepler-1475,82.177374
Kepler-599,15.65562652
Kepler-969,1.682934604
Kepler-1531,1.138543376
Kepler-585,2.752359753
Kepler-489,17.276296119
Kepler-1535,138.9442
Kepler-1483,9.5085156
Kepler-545,13.24934059
Kepler-1016,105.6551369
WASP-21,4.322482
Kepler-1536,364.758031
Kepler-1636,425.47785
Kepler-1637,6.10960324
Kepler-1486,54.6495759
Kepler-1485,19.9157725
Kepler-696,4.190425575
Kepler-1488,39.8189932
Kepler-1031,1.22621732
Kepler-1409,0.764864926
Kepler-1425,14.4541302
Kepler-1448,12.27065865
Kepler-1449,13.2274528
Kepler-1517,5.546083665
Kepler-698,16.32976218
Kepler-607,0.638163204
Kepler-1450,54.5094166
Kepler-580,8.222419656
Kepler-1495,85.273256
Kepler-1493,15.0217983
Kepler-1519,240.7989397
Kepler-1454,47.0319479
Kepler-707,2.237492751
Kepler-1452,42.913751
Kepler-1497,8.74199772
Kepler-1496,64.6588017
Kepler-29,13.28613
Kepler-602,15.28469497
Kepler-640,22.24813967
Kepler-1458,47.9872764
Kepler-1457,51.1110243
Kepler-1498,48.051405
Kepler-1073,4.02582254
Kepler-701,10.35533177
Kepler-708,3.167891938
Kepler-229,6.252972
Kepler-1460,29.9633247
Kepler-1461,29.3494775
Kepler-1503,96.16987
Kepler-1521,47.14840805
Kepler-1522,1.847889171
Kepler-583,6.5100253
Kepler-1463,25.15864
Kepler-1462,65.6488341
Kepler-1464,31.7785901
Kepler-1504,82.304003
Kepler-1505,30.8609366
Kepler-570,4.301662003
Kepler-667,41.43962808
HATS-28,3.1810781
HATS-27,4.637038
Kepler-475,3.105508189
Kepler-738,24.58721573
Kepler-652,4.182002531
Kepler-668,8.35390639
Kepler-669,4.125546869
K2-33,5.424865
HATS-30,3.1743516
Kepler-1644,21.0907758
Kepler-1645,16.1779561
Kepler-739,12.53248465
Kepler-671,4.280958588
Kepler-571,4.798599388
K2-5,5.73594
HATS-15,1.74748753
Kepler-726,21.80451088
Kepler-1143,210.630591
Kepler-564,3.750832285
Kepler-653,14.70748976
Kepler-154,20.54981883
Kepler-673,3.728731093
K2-16,7.6188
Kepler-742,8.360868238
Kepler-148,51.84688575
Kepler-501,5.640677572
K2-8,5.06416
Kepler-1534,5.71668872
Kepler-655,46.4063358
Kepler-616,9.99761851
Kepler-677,6.57531678
NGC 2682 YBP 1194,6.959
NGC 2682 YBP 1514,5.118
Kepler-656,1.260259094
Kepler-587,10.94027841
Kepler-483,30.229104
Kepler-679,12.39358604
K2-48,20.5065
K2-47,31.6372
Kepler-610,6.996926554
Kepler-1542,5.10115756
Kepler-1600,386.370548
Kepler-623,9.07097734
Kepler-680,3.689926291
Kepler-681,26.39435646
K2-37,14.09189
WASP-113,4.54216874538
WASP-114,1.5487743
Kepler-727,5.154484417
Kepler-1518,5.11177904
Kepler-554,1.902208556
Kepler-596,21.30022655
Kepler-1185,104.3518976
Kepler-650,3.032145588
Kepler-661,6.029301321
Kepler-589,16.54964934
Kepler-682,12.611906672
Kepler-574,7.65880414
Kepler-728,5.743477265
Kepler-566,18.42794624
CoRoT-1,1.5089557
Kepler-108,49.183921
KELT-10,4.1662739
Kepler-719,5.007317779
Kepler-559,17.58752333
Kepler-548,4.454194338
Kepler-1629,3.87595807
WASP-119,2.49979
Kepler-645,3.275822621
Kepler-720,4.708326542
Kepler-731,3.855603551
Kepler-646,15.87364565
Kepler-547,6.010384289
Kepler-606,24.31575992
Kepler-734,6.104852856
Kepler-590,5.85296257
Kepler-567,16.54297375
HD 221585,1173.0
Kepler-721,5.392025388
Kepler-1640,7.5844126
Kepler-736,3.60147201
Kepler-613,15.77979614
Kepler-619,5.404272197
Kepler-665,16.01310205
KELT-14,1.7100566
WASP-120,3.6112706
Kepler-614,14.03491514
HATS-25,4.2986432
HATS-26,3.3023881
Kepler-609,6.521210666
Kepler-615,10.35584657
Kepler-506,6.8834055
WASP-130,11.55098
GJ 536,8.7076
WASP-139,5.924262
GJ 3138,257.8
K2-75,7.8142
K2-75,18.311
K2-125,21.750264
WASP-141,3.310651
WASP-142,2.052868
GJ 273,18.6498
K2-80,5.605
K2-83,2.74697
K2-130,2.49412
GJ 3293,13.2543
GJ 3293,48.1345
HAT-P-67,4.8101025
K2-83,9.99767
K2-84,6.4215
K2-35,2.399964
HATS-32,2.8126548
K2-86,8.77683
K2-88,4.6122
K2-116,4.655411
HATS-35,1.8209993
HATS-34,2.1061607
HD 86950,1270.0
Qatar-4,1.8053564
Qatar-5,2.8792319
K2-91,1.419549
K2-89,1.096026
K2-72,15.189034
K2-72,24.158868
XO-6,3.7650007
K2-60,3.00265
TYC 4282-00605-1,101.54
GJ 1148,41.38
WASP-53,3.3098443
WASP-53,2840.0
Kepler-1170,9.98969327
HD 20794,147.02
Kepler-60,7.1334
Kepler-959,14.80074836
Kepler-79,52.0902
GJ 1148,532.58
WASP-81,2.7164762
HD 59686 A,299.36
WASP-153,3.332609
Kepler-1651,9.87863917
HD 87646,13.481
HD 37124,154.378
HD 34445,214.67
HD 34445,49.175
GJ 887,9.262
HATS-22,4.7228124
HD 219134,3.092926
K2-58,7.05254
HD 37124,885.5
tau Cet,20.0
HD 34445,5700.0
NGTS-1,2.647298
HD 219134,6.76458
HD 219134,46.859
K2-59,11.2954
K2-62,6.67202
tau Cet,162.87
tau Cet,636.13
Kepler-1652,38.09722
Kepler-20,34.94
NGC 2682 Sand 978,511.21
K2-62,16.1966
K2-63,25.4556
WASP-105,7.87288
HD 9174,1179.0
GJ 3293,122.6196
GJ 3293,30.5987
Wolf 1061,4.8869
K2-64,6.53044
K2-65,12.6475
Kepler-1817,44.29919815
HD 128356,298.2
HD 147873,491.54
Wolf 1061,17.8719
K2-69,7.06599
K2-70,13.97896
GJ 625,14.628
HD 165155,434.5
GJ 3138,5.974
K2-73,7.49543
K2-74,19.5666
K2-21,15.50192
HAT-P-22,3.21222
HAT-P-24,3.35524
HD 17092,359.89999
HD 171028,550.0
HATS-52,1.36665436
KELT-19 A,4.6117093
K2-171,5.628466
K2-170,7.576544
HAT-P-30,2.8106
HD 177830,410.10001
HD 181433,9.3743
HD 238914,4100.0
K2-190,10.098858
K2-172,14.316941
K2-191,2.858646
HAT-P-31,5.00542
BD+48 740,733.0
K2-194,39.721386
K2-200,2.849883
HAT-P-5,2.78849
HD 100655,157.57001
HD 2039,1120.0
HD 20868,380.85001
K2-149,11.332
K2-150,10.59357
K2-179,5.172191
K2-173,5.868699
HD 215152,5.75999
HD 101930,70.46
K2-161,9.283188
HD 215152,7.28243
HD 215152,10.86499
HD 106252,1531.0
HD 103197,47.84
HD 216770,118.45
HD 218566,225.7
K2-165,2.354992
K2-165,4.382745
Kepler-1654,1047.8356
HD 114386,937.70001
K2-176,5.329439
K2-232,11.168454
HD 116029,670.0
HD 125595,9.6737
K2-177,14.155185
K2-186,41.474219
K2-231,13.841901
HATS-39,4.5776348
HD 13189,471.60001
HD 12661,262.70862
HD 31253,466.0
HD 34445,1049.0
K2-190,21.574023
K2-195,28.482786
HATS-41,4.193649
HD 137388,330.0
HD 141937,653.21997
HD 222582,572.38
HD 240237,745.70001
K2-201,1.05979
K2-196,48.324222
HD 142022 A,1928.0
HD 142415,386.29999
Ross 128,9.8658
K2-205,26.672263
K2-202,3.405164
K2-206,18.294549
K2-155,13.85
HD 145377,103.95
HD 149026,2.87589
OGLE-2016-BLG-1190L,1220.0
HD 113996,610.2
K2-209,2.080615
K2-213,8.13087
11 UMi,516.21997
HD 153950,499.39999
HD 154345,3341.55884
CoRoT-9,95.272656
K2-215,8.269648
16 Cyg B,798.5
BD-08 2823,5.6
HD 154857,408.60001
HD 156846,359.51001
K2-66,5.06963
K2-18,8.962
K2-219,3.901287
K2-219,11.137278
BD+14 4559,268.94
BD-10 3166,3.48777
GJ 3942,6.905
K2-221,2.399094
HAT-P-15,10.8635
HAT-P-17,10.33852
HD 168746,6.404
HD 162020,8.4282
HATS-50,3.8297015
HATS-51,3.3488702
K2-158,10.06049
K2-266,0.658524
K2-266,7.814
TrES-1,3.03007
WASP-95,2.18467
K2-159,12.42205
K2-266,14.697
K2-266,19.482
WASP-101,3.58572
HD 285507,6.0881
K2-224,10.09489
K2-224,4.47904
K2-228,2.69828
HATS-36,4.175186
WASP-25,3.76483
WASP-117,10.02165
Kepler-297,150.0189511
Kepler-26,3.543919
K2-229,8.32727
K2-220,13.683256
K2-214,8.596802
K2-151,3.835476
WASP-32,2.71866
HD 95127,482.0
HD 216536,148.60001
K2-259,15.48043
K2-283,1.921036
WASP-35,3.16158
WASP-34,4.31768
K2-153,7.51574
K2-188,1.742169
KELT-8,3.24406
HAT-P-56,2.79083
K2-154,7.95486
K2-269,4.144965
XO-1,3.94153
HD 24064,535.59998
8 UMi,93.4
K2-243,11.54182
K2-107,3.313959
HD 38283,363.20001
WASP-78,2.17518
K2-243,24.94598
K2-117,1.2916
Pr0201,4.4264
HAT-P-40,4.45724
BD+20 594,41.6855
K2-39,4.60543
K2-248,7.17256
HATS-12,3.142702
WASP-157,3.951623
WASP-49,2.78174
WASP-55,4.46563
HATS-43,4.3888497
HATS-44,2.7439004
K2-249,12.409
HD 47186,4.0845
HD 63454,2.81805
HATS-46,4.7423729
K2-252,13.81513
HD 6434,21.998
WASP-56,4.6171
K2-239,5.24
K2-255,1.96417
K2-254,12.11839
K2-257,1.60588
WASP-58,5.01718
K2-239,10.115
K2-239,7.775
K2-240,6.034
K2-258,19.0921
CoRoT-20,9.24285
HD 82886,705.0
