system_name,period_days
TOI-1260,7.493134
TOI-3235,2.59261842
Kepler-786,53.5293487
HATS-16,2.686502
Kepler-1291,8.63043276
Kepler-829,6.88337562
TOI-5143,5.2097118
TOI-1136,6.2574
TOI-908,3.183792
WASP-90,3.916243
Kepler-1374,10.65276707
Kepler-337,9.693201
K2-59,20.6921
HD 179079,14.479
K2-396,25.76051
Kepler-349,12.247629
GJ 480,9.567
HAT-P-53,1.9616241
HAT-P-60,4.7947813
TOI-672,3.633575
TOI-3980,3.6089254
TOI-4559,3.965991
HIP 99770,18600.0
Kepler-62,18.16406
HD 11506,26500.0
Kepler-1690,234.636
TOI-2669,6.2034
WASP-98,2.96264036
Kepler-284,12.699149
TOI-561,0.4465697
Kepler-1564,18.0540381
HATS-18,0.83784
HD 63433,7.1079384
Kepler-1139,0.813166719
Kepler-84,27.434389
NGTS-27,3.3704181
EPIC 206215704,2.255436
Kepler-114,11.776
Kepler-982,15.7738221
K2-293,13.1225
Kepler-168,13.193242
TOI-1450 A,5.0688
TOI-1670,40.74976
Kepler-1157,4.45743164
HD 2638,3.4442
HD 94834,1576.0
Kepler-239,56.228098
K2-16,19.07863
NGTS-4,1.3373508
BD+05 4868 A,1.271869
HD 185283,4060.0
Kepler-126,21.869741
Kepler-1627,7.20283653
Kepler-619,1.208465026
Kepler-1515,214.3114164
GJ 357,3.9306
GJ 436,2.64388312
Kepler-131,16.092
Kepler-271,5.24972541
HD 66428,10478.84437
Kepler-1696,65.9409
K2-32,31.71701
Qatar-3,2.5079204
Kepler-808,0.631332353
TOI-286,39.361826
HD 175167,1175.0
HD 11964,1945.0
HD 215497,3.93404
Kepler-100,12.8159
Kepler-101,6.02976
Kepler-101,3.4876812
Kepler-383,31.200751
Kepler-947,26.9644317
Kepler-697,3.709870645
K2-339,19.507428
Kepler-454,4073.0
Kepler-950,98.7180406
HD 73526,188.3
Kepler-235,20.060548
HD 233604,192.0
Kepler-215,14.667108
Kepler-126,10.495711
HD 210277,442.19
Kepler-783,7.05395
GJ 3470,3.3366496
TOI-2236,3.5315902
HR 8799,69000.0
Kepler-91,6.24658
K2-28,2.260455
Kepler-271,10.43547805
Kepler-338,9.341
Kepler-1647,1107.5923
K2-198,7.4500177
Kepler-1769,89.1934967
Kepler-1128,61.6178167
TOI-1272,3.31599
Kepler-750,9.42887179
Kepler-1303,7.56127224
Kepler-656,5.25449393
HD 197037,1035.7
Kepler-1156,11.89520511
EPIC 211822797,21.1701963
Kepler-1390,6.48021673
Kepler-223,9.84564
K2-19,11.8993
TOI-622,6.402513
K2-58,2.53726
GPX-1,1.744579
Kepler-1585,3.5827463
HD 187123,3810.0
HD 140901,9.02378
Kepler-79,27.4029
Kepler-79,13.4845
HD 99283,310.4
Kepler-1038,7.127659798
Kepler-1020,96.9151496
K2-111,15.6805
Kepler-1159,22.70816791
HATS-59,1422.0
DMPP-1,18.57
HD 153557,7.29903
Kepler-162,6.919798
HD 99109,439.29999
HD 22532,872.6
Kepler-157,7.02573474
Kepler-180,41.885775
Kepler-399,58.034616
WASP-80,3.06785234
Kepler-450,15.413135
Kepler-1599,122.363553
Kepler-1247,13.71220213
Kepler-1712,13.81499958
TOI-4342,10.688716
Kepler-487,38.6519976
Kepler-157,1.732342
Kepler-605,2.358951515
Kepler-412,1.7208604
HD 115404 A,10.49488
Kepler-1468,3.54553021
Kepler-453,240.503
Kepler-1569,5.79180156
Kepler-259,8.115317
WASP-15,3.7521
K2-154,3.67626
Kepler-1859,2.729599953
WASP-36,1.53736596
Kepler-26,12.28
DMPP-2,5.2072
TOI-1075,0.6047328
HATS-33,2.5495551
Kepler-307,10.4208
HD 206255,96.045
Kepler-1950,10.77690029
TOI-2524,7.18585
NGTS-6,0.882059
Kepler-234,2.711506
Kepler-1100,6.42200058
HD 4313,356.21
Kepler-1038,148.4603382
Kepler-186,3.8867907
Kepler-249,15.368459
TOI-3785,4.6747373
Kepler-250,7.156804
TOI-125,4.65382
TOI-663,2.598902
TOI-904,83.9997
EPIC 212297394,5.213965
Kepler-284,37.514456
Kepler-1397,47.449955
Kepler-295,21.526258
Kepler-560,18.47764449
Kepler-1254,3.60084276
Kepler-895,2.806242328
Kepler-1978,10.84969477
MOA-2009-BLG-266L,2800.0
Kepler-1396,18.2206421
NGTS-21,1.5433897
K2-330,13.774798
Kepler-262,13.060855
WASP-11,3.72247
Kepler-1490,92.4362973
HD 42012,857.5
2MASS J19383260+4603591,406.0
Kepler-1989,10.161023528
TOI-4600,82.6869
Kepler-702,10.526294063
Kepler-1058,110.96546
HD 141399,94.44
HIP 86221,2.224
TOI-1298,4.537143
Kepler-1541,8.40691199
Kepler-1871,1.952700019
Kepler-1843,25.54339981
Kepler-496,8.30864937
LHS 1140,24.73723
KELT-11,4.73620865
HAT-P-2,5.6335158
Kepler-592,2.820192408
K2-316,5.26
Kepler-1108,4.51005748
Kepler-292,7.055679
EPIC 206042996,5.2986
Kepler-1244,3.70428172
Kepler-914,4.40966548
TOI-1062,7.972
Kepler-1326,42.3514267
Kepler-191,17.738506
HIP 35173,41.516
HD 40307,20.432
Kepler-903,62.9228557
Kepler-896,144.547396
Kepler-662,21.67697486
Kepler-1287,11.47685909
WASP-183,4.1117771
Kepler-1665,11.9548
TOI-3693,9.088516
Kepler-132,110.2869374
Kepler-342,1.644224613
CoRoT-27,3.57532
Kepler-1733,9.229579926
Kepler-846,19.80792185
Kepler-1624,3.290304518
TOI-198,10.2152
WASP-188,5.748916
Kepler-607,39.67679977
Kepler-1888,11.39169979
Kepler-1611,5.1762429
Kepler-499,5.632528453
HD 48948,151.92
Kepler-1090,198.680179
Kepler-603,21.05358596
Kepler-1268,40.9903986
Kepler-299,6.885875
Kepler-1595,4.56380468
K2-395,8.491282
Kepler-1894,2.762660027
HD 134606,966.5
Kepler-558,29.00790538
Kepler-1235,4.16055856
Kepler-1625,287.378949
TOI-3714,2.154849
Kepler-41,1.8555582
Kepler-247,9.439452
Kepler-176,51.16579
Kepler-60,11.8981
Kepler-809,55.63934
HATS-40,3.2642736
K2-386,7.473223
TOI-5174,12.214286
TOI-540,1.2391491
HD 24085,2.0455
Kepler-1095,4.27103091
Kepler-1459,62.8691611
Kepler-320,8.371554
Kepler-603,6.2171292
Kepler-693,15.37563332
WASP-8,8.15872
WASP-124,3.37265
Kepler-1727,9.029299736
Kepler-1649,8.689099
Kepler-253,18.119869
TOI-715,19.288004
TOI-1742,21.269084
TOI-1836,20.380799
Kepler-1635,469.63111
TOI-1294,159.9
BD+49 828,2590.0
Kepler-1445,10.60052251
K2-375,14.453895
Kepler-1055,2.295036233
WASP-14,2.24375
Kepler-967,13.22713379
Kepler-1053,2.414351654
Kepler-1870,3.606940031
Kepler-258,13.19722
HD 102956,6.4947
TOI-3071,1.266938
HAT-P-34,5.452654
TOI-519,1.2652328
OGLE-TR-182,3.9791
Kepler-208,11.131786
Kepler-336,20.678772
Kepler-126,100.283134
Kepler-1709,65.70459747
Kepler-653,0.900376476
HD 18143,10.2851
WASP-144,2.2783152
HD 178911 B,71.484
GJ 682,57.32
HD 216437,1359.0
HD 40307,9.6184
2MASS J19383260+4603591,43.0
K2-170,12.400047
Kepler-1553,4.24261881
Kepler-1032,3.290117953
K2-63,20.257
EPIC 206024342,14.647531
HD 147513,528.4
Kepler-865,6.20920207
HD 133131 A,649.0
Kepler-1530,5.3227406
Kepler-858,76.13602028
HD 69830,8.667
Kepler-612,3.722156413
Kepler-252,10.848463
Kepler-762,3.770552098
TOI-2346,3.3312029
TOI-2407,2.702969
TOI-2992,3.007812
TOI-178,6.5577
TOI-5300,2.262196
Kepler-318,4.662715
Kepler-96,16.2385
Kepler-163,21.347262
WASP-73,4.08722
Kepler-647,16.2254649
Kepler-1542,2.89223021
K2-12,8.28246
Kepler-1597,2.94654179
Kepler-261,24.570858
Kepler-576,29.91136794
TOI-1278,14.47567
HD 167677,1820.0
Kepler-949,8.689307296
Kepler-957,5.907413537
HIP 41378,15.572098
HIP 41378,131.0
TOI-1898,45.52234
Kepler-1669,4.72941177
TOI-216,34.525528
Kepler-1194,16.22371307
WASP-164,1.7771255
TOI-2416,8.275479
Kepler-843,2.053879821
Kepler-1949,2.208280087
Kepler-1825,1.025869966
Kepler-579,9.66857723
Kepler-1190,10.45843441
Kepler-1643,5.342657
HR 858,5.973865
GJ 1061,3.204
HD 11112,17244.90764
Kepler-1269,37.3331536
K2-409,1.908084
Qatar-6,3.506195
KOI-984,21.512
UZ For,5840.0
Kepler-1791,7.720860004
Kepler-972,7.03932553
Kepler-978,49.6221509
Kepler-1132,62.8916228
Kepler-413,66.262
Kepler-1558,3.50470358
WASP-8,4323.0
Kepler-1983,7.32851947
Kepler-521,22.20813214
TOI-1516,2.056014
Kepler-1576,6.98471973
Kepler-539,1000.0
KOI-7368,6.8430344
K2-50,3.96151
HATS-6,3.3252725
HAT-P-35,3.646706
Kepler-343,23.22182
Kepler-839,37.8144514
Kepler-1386,6.73972381
K2-389,20.851337
Kepler-956,5.248672631
Kepler-339,4.977656
Kepler-1074,5.94566534
Kepler-1124,2.852348975
TOI-261,3.3639254
Kepler-303,7.061149
Kepler-1855,0.727330983
Kepler-1345,44.6169557
Kepler-522,38.58422849
Kepler-561,5.350161983
TOI-332,0.777038
Kepler-601,5.378868441
Kepler-1021,13.47469571
K2-319,26.68
Kepler-523,5.835983111
GJ 3222,10.66669
Kepler-141,7.010606
TOI-2768,1.50801
Kepler-150,637.2093
Kepler-304,5.315946
Kepler-1167,1.003933739
K2-43,3.471149
K2-398,6.393025
Kepler-1096,2.892217506
TOI-615,4.6615983
HD 4308,15.56
TOI-3464,3.6515568
TOI-4214,3.4913885
TOI-4465,101.94054
TRAPPIST-1,6.101013
Kepler-223,14.78869
Kepler-572,17.20523483
Kepler-143,27.082511
ups Leo,385.2
Kepler-326,4.580358
Kepler-1299,19.9400874
HD 10442,1032.3
EPIC 212297394,2.289363
Kepler-186,22.407704
K2-19,2.5081
TOI-1410,47.56
Kepler-241,36.065978
Kepler-1934,1.419759989
Kepler-25,122.4
HD 177565,44.505
KPS-1,1.706291
Kepler-80,9.52355
Kepler-80,3.07222
Kepler-132,6.178196
Kepler-845,0.927859821
Kepler-1968,7.281099796
Kepler-106,23.9802
Kepler-630,161.4743937
HD 102117,20.8133
LHS 475,2.029088
GJ 393,7.02679
Qatar-7,2.032046
Kepler-19,62.95
KELT-9,1.4811235
Kepler-1086,18.78425728
KOI-351,14.44912
Kepler-1467,47.0569043
K2-282,0.70531
HD 192263,24.3556
HD 109271,30.93
HD 29021,1362.3
Kepler-1292,3.27646405
GJ 876,30.0881
LHS 1140,3.77794
GJ 357,55.661
TOI-178,9.961881
Kepler-49,7.2
WASP-29,3.92273
K2-285,14.76289
TOI-1443,23.540678
HD 191939,8.8803256
TOI-500,6.6356
Kepler-637,23.20584623
Kepler-1675,63.0382
Kepler-855,7.886631104
TOI-1669,2.6800535
Kepler-31,42.6318
Kepler-509,41.74600392
Kepler-692,21.81293494
Kepler-1052,34.8538276
Kepler-131,25.5169
Kepler-376,4.920199
K2-126,7.385655
K2-141,7.7485
Kepler-1790,31.58889961
Kepler-497,3.573203671
Kepler-179,6.40013
Kepler-334,12.758005
HD 215152,25.1967
Kepler-1451,35.622233
Kepler-444,6.189392
DMPP-1,2.882
Kepler-605,3.383538066
GJ 514,140.43
Kepler-1478,26.0840594
GJ 411,2946.0
TOI-782,8.0240015
HD 220074,672.09998
GJ 806,6.64064
HD 133131 A,3568.0
Kepler-582,18.49235668
HD 50499,8619.9
LP 890-9,2.7299025
Kepler-206,13.137471
Kepler-1039,0.934884242
Kepler-255,9.946047
GJ 667 C,39.026
HD 51608,95.9446
Kepler-1840,131.1900024
HD 79498,1807.0
CoRoT-21,2.72474
TOI-1420,6.9561063
TOI-1266,18.8027
Kepler-600,23.67517607
HD 99492,95.233
KOI-3503,21.185
Kepler-22,289.863876
Kepler-1358,7.06317341
GJ 2126,272.7
K2-148,4.38395
Kepler-61,59.87756
TOI-1691,16.736888935
Kepler-445,2.984151
HD 191939,284.0
HD 191939,38.353037
HIP 97166,10.288914
HD 93963 A,1.0376109
HD 207897,16.20166
TOI-4961,7.479182
TOI-5322,5.4233207
TOI-5592,2.6085846
K2-253,4.00167
EPIC 206024342,0.911724
K2-148,6.9226
HD 87816,484.17
Kepler-850,7.19303878
Kepler-1004,5.28789787
HD 102272,127.58
Kepler-747,35.61760587
Kepler-25,6.238297
HAT-P-32,2.1500082
Kepler-411,58.02035
Kepler-82,75.732
TOI-2202,24.6744
GJ 273,4.7234
TOI-2589,61.6277
K2-14,8.36802
CoRoT-14,1.51214
K2-172,29.62682
Kepler-1961,5.604710102
HD 184010,286.6
Kepler-638,6.07972888
nu Oct A,402.4
TOI-3023,3.9014971
Kepler-1598,4.34195123
Kepler-1209,25.369116
EPIC 201238110,28.1656
PSR J2322-2650,0.322963997
Kepler-1802,15.45020008
Kepler-330,8.25978
KOI-7892,10.6906004
Kepler-1420,6.69960006
TOI-904,10.8772
EPIC 206032309,2.87814
K2-414,4.3696
Kepler-1650,1.53818001
K2-50,8.7529
Kepler-377,12.509529
K2-87,9.726618
Kepler-1948,15.57129955
Kepler-391,20.485435
TOI-2018,7.435583
Kepler-82,26.44
TOI-1246,5.904137
Kepler-202,16.282493
Kepler-1755,24.81209946
HS Psc,3.986
K2-278,3.334966
Kepler-411,7.834435
Kepler-411,31.509728
Kepler-375,19.986326
Kepler-552,5.263415765
K2-353,15.466805
HD 208527,875.5
Kepler-1833,6.892129898
Lupus-TR-3,3.91405
Kepler-800,14.13176026
Kepler-1713,18.01160049
HD 25015,6134.427
Kepler-1305,13.5630972
TOI-1272,8.6811
Kepler-1313,3.833091178
Kepler-1163,6.11786898
Kepler-1890,4.820590019
Kepler-112,8.408878
Kepler-581,40.6069821
HD 147873,116.596
Kepler-1714,10.27530003
TOI-1266,10.8945
TOI-470,12.19148
Kepler-1484,30.4549136
Kepler-354,5.47666
Kepler-616,51.06740189
Kepler-271,7.41086267
EPIC 201427007,0.72091
Kepler-740,3.584101216
KELT-6,7.8457
HD 72659,18207.72098
Kepler-1592,3.05710069
Kepler-305,5.487
Kepler-123,26.695074
LTT 3780,0.76837931
K2-247,2.25021
Gl 410,6.02
Kepler-974,0.1768913
K2-276,18.718269
K2-138,5.40479
Kepler-848,6.91134416
WASP-132,7.1335164
HD 64114,45.791
Kepler-750,4.08899022
Kepler-278,51.078775
GJ 180,106.3
Kepler-1570,26.548955
Kepler-164,94.886902
Kepler-58,4.45814897
HD 12235,36336.70679
Kepler-224,18.643577
Kepler-1487,35.8007112
TIC 88785435,10.508843
Kepler-953,88.40655258
Kepler-1579,0.849907889
HD 221420,10066.0
Kepler-1590,7.61760804
HD 24040,3668.0
HD 28192,14.23283
HD 160691,3947.0
TOI-1899,29.090312
K2-400,3.865053
HD 159243,12.62
Kepler-1360,40.5286413
Kepler-1668,15.434
GJ 317,695.69
WASP-39,4.0552941
XO-3,3.19154
WASP-69,3.86813881
Proxima Cen,11.18465
K2-233,2.467583
K2-233,7.06024
K2-233,24.3681
Wolf 503,6.00127
GJ 317,6500.0
WASP-163,1.6096884
WASP-185,9.38755
GJ 3512,203.109
NGTS-11,35.45533
TOI-237,5.436098
TOI-942,4.32421
TOI-942,10.156272
TOI-1444,0.4702743
TOI-1685,0.66913924
Gaia-1,3.052524
Gaia-2,3.6915224
GJ 3512,2354.0
HD 15906,10.924709
TOI-880,6.3872703
TOI-880,2.57571
TOI-1346,5.502558
TOI-1346,1.7622538
TOI-1716,8.082376554
TOI-2719,3.37594
TOI-4155,3.320729
TOI-6000,0.448959
Proxima Cen,5.12338
GJ 463,3459.0
TOI-6324,0.279221
HD 15906,21.583298
HIP 66074,310.9
Gaia-4,571.3
Gaia-5,358.62
GJ 9773,2965.0
K2-31,1.25785
K2-127,3.588163
K2-199,3.2253993
K2-199,7.3744897
WASP-85 A,2.6556777
Kepler-1985,3.42064689
Kepler-830,11.29695137
TYC 3667-1280-1,26.468
Kepler-724,3.314946338
Kepler-442,112.3053
HD 164509,280.17
TOI-2266,2.326318
Kepler-1177,106.247547
HD 332231,18.712024
Kepler-399,14.425281
OGLE-2018-BLG-0740L,5480.0
HD 112300,466.63
Kepler-462,207.62
Kepler-462,84.6866
HIP 67851,3128.41
Kepler-1106,1.252752174
Kepler-1001,9.18186
HD 25463,3.04405
Kepler-356,4.612696
HD 134606,26.915
Kepler-285,6.186676
K2-37,4.44117
Kepler-1834,0.766691517
Kepler-487,15.358768403
HD 208487,130.08
Kepler-1821,16.45809937
Kepler-1090,42.42720032
Kepler-263,47.332773
HD 10180,604.67
Kepler-461,8.313783059
TOI-4600,482.8191
HD 66141,480.5
Kepler-1143,2.888904849
TOI-663,4.6955507
TOI-270,3.3601538
TOI-674,1.977143
Kepler-1716,35.58100128
Kepler-250,4.148141
TOI-2015,5.582796
Kepler-476,14.00640607
Kepler-1434,8.05333618
HD 158259,7.951
Kepler-1240,4.8663815
GJ 357,9.1247
CoRoT-7,3.698
Kepler-593,21.21708973
K2-164,17.355066
Kepler-1186,16.07677615
Kepler-27,6.546289921
HIP 71135,87.19
HR 858,11.230511
TOI-5388,2.594675
Kepler-1847,11.12969971
Kepler-1782,5.756229877
CoRoT-24,5.1134
Kepler-1589,0.991665274
Kepler-495,3.413036221
TOI-5704,3.771116
Kepler-991,82.5342519
TOI-128,4.9404681
Kepler-1774,59.77080154
Kepler-1783,8.277440071
Kepler-1806,9.033320427
Kepler-160,4.309397
K2-52,3.535055
HD 189733,2.21857567
TOI-2184,6.90683
TOI-2989,3.122832
Kepler-314,2.461069
Kepler-930,71.4517775
TOI-1694,393.1
KOI-3680,141.241671
Kepler-712,226.89047
Kepler-983,60.0855082
TOI-2076,3.0223445
TOI-1117,2.22816
Kepler-757,1.022678821
Kepler-716,3.96999
TOI-1136,4.1727
Kepler-36,13.86825
Kepler-367,37.815724
Kepler-1848,5.604020119
Kepler-1565,1.538188437
Kepler-36,16.21865
Kepler-1720,12.70639992
LTT 1445 A,3.1239035
Kepler-1723,39.75289917
Kepler-938,52.6298417
HD 203387,2481.07227
HU Aqr,2390.0
Kepler-535,4.903321551
TOI-3082,1.926907
KOI-12,17.855182
WASP-18,2.1558
Kepler-1747,6.230319977
K2-392,15.398723
TIC 393818343,16.24921
TOI-2095,28.17232
Kepler-695,3.040330424
K2-416,13.102
WASP-72,2.21673
KOI-4777,0.412
Kepler-507,3.568096926
K2-157,66.5
BD-06 1339,3.8728
Kepler-1033,7.56052806
Kepler-1996,32.376183
Kepler-45,2.455239
Kepler-395,34.989262
TOI-2796,4.8084983
Kepler-864,5.83376092
K2-405,3.435471
WASP-192,2.8786765
Kepler-1394,3.93766373
Kepler-428,3.52563254
HD 189567,33.688
HD 1502,428.5
Kepler-1710,14.91110039
Kepler-1027,1.907805199
Kepler-828,0.567857136
BD-11 4672,1634.0
Kepler-301,5.419026
WASP-48,2.14363
TOI-2525,49.2519
WASP-110,3.77840121
KOI-1783,284.215
Kepler-1270,6.03356196
Kepler-197,25.209715
Kepler-1315,6.566060066
Kepler-862,3.148664534
HD 18599,4.1374354
HD 33564,388.0
GJ 3138,1.22003
Kepler-1523,0.93875077
Kepler-435,8.6001536
Kepler-138,13.7815
HD 37605,2720.0
K2-163,6.673117
Kepler-1370,20.2641684
Kepler-257,24.664551
K2-376,5.776475
Kepler-172,6.388996
Kepler-1040,201.1214
Kepler-102,16.1456994
Kepler-102,10.311767
HD 63935,21.4027
Kepler-1683,15.0337
Kepler-102,7.071392
Kepler-103,179.60978
KIC 3558849,1322.3
Kepler-1348,27.5722742
WASP-194,3.183387
HD 98736,968.8
Kepler-208,7.466623
HIP 38594,60.722
Kepler-175,34.035257
Kepler-433,5.33408384
Kepler-398,6.83437001
HD 99706,841.0
CoRoT-31,4.62941
HD 80653,921.2
Kepler-1884,8.988320351
WASP-18,0.94145223
WASP-19,0.78883852
Kepler-1824,95.61100006
Kepler-334,5.470319
Kepler-248,6.308205
Kepler-730,2.85188338
Kepler-1530,2.5904434
TOI-451,9.192522
Kepler-255,1.045622658
Kepler-998,5.65377733
HD 158259,2.178
KELT-20,3.4741085
GJ 3929,2.616235
HD 3167,96.63
Kepler-1700,234.239
Kepler-256,10.681572
HR 8799,170000.0
KELT-2 A,4.11379
TOI-1273,4.631296
Kepler-167,4.3931539
Kepler-138,38.23
Kepler-125,5.774464
Kepler-267,28.464515
GJ 3988,6.9442
Kepler-569,34.18890521
Kepler-751,17.44490636
Kepler-1482,12.25383217
Kepler-1781,4.88752985
TOI-431,4.8494
Kepler-332,7.626324
Kepler-508,25.30889748
Kepler-1896,44.87020111
KOI-1599,13.6088
Kepler-481,10.06082567
Kepler-1005,6.49801525
K2-22,0.381073
Kepler-1322,0.962867382
Kepler-1300,22.2419092
K2-104,1.9741954
WASP-167,2.0219596
Kepler-888,70.6979061
K2-54,9.7833
Kepler-401,47.318218
HD 76920,415.891
Kepler-920,6.53192704
Kepler-1731,21.76129913
Kepler-1438,2.31942009
K2-390,3.312792
Kepler-336,2.024823
Kepler-788,8.39846269
Kepler-1225,7.01075434
Kepler-19,9.28699
Kepler-440,101.11141
Kepler-1937,9.688599586
Kepler-335,6.562331
Kepler-1035,2.714077555
BD-17 63,655.57
Kepler-1301,9.08237046
TOI-4364,5.424019
GJ 433,36.059
Pr0211,2.1461
Kepler-1423,23.955378
Kepler-1797,23.3593998
Kepler-1909,2.391609907
Kepler-111,224.77833
Kepler-24,12.33
TOI-6002,10.904821
HAT-P-33,3.47447
Kepler-390,13.060022
HD 95089,464.4
Kepler-627,40.6994443
HD 113538,663.2
TOI-1776,2.799868
Kepler-1698,1.2107
Kepler-688,3.895936844
Kepler-139,2047.635373
K2-195,15.852975
WASP-132,1.01153624
Kepler-402,4.028751
Kepler-344,21.963945
Kepler-1935,3.951400042
Kepler-1375,3.3004192
Kepler-1321,2.226491086
Kepler-670,2.816504852
GJ 238,1.7446999
EPIC 206024342,4.50756
Kepler-1688,5.62012
Kepler-1891,4.02229023
HD 160691,9.6392
Kepler-985,116.331901
HD 89744,256.78
Kepler-326,6.766888
Kepler-84,4.224537
Kepler-767,161.5280101
Kepler-1182,11.17394617
TOI-700,27.80978
Kepler-1456,18.1373829
Kepler-1363,2.94194094
K2-169,6.380803
WASP-197,5.167228
Kepler-1997,26.7575866
Kepler-224,3.132924
Kepler-235,3.340222
Kepler-236,23.968127
Kepler-1911,5.990799904
HD 13167,2613.0
HD 56957,5859.08992
Kepler-953,9.10967112
Kepler-205,2.75564
Kepler-38,105.599
Kepler-1494,91.080482
HD 148164,5062.0
K2-347,7.187257
TOI-5153,20.33003
BD+15 2940,137.48
Kepler-937,153.343364
Kepler-1795,13.36019993
Kepler-251,99.640161
HD 112570,2615.0
Kepler-1604,0.683684256
K2-44,5.657
HD 212301,2.24571
Kepler-1213,5.34982412
HD 7924,24.451
HD 161178,279.3
Kepler-1238,4.14787559
HD 184010,836.4
MOA-2011-BLG-293L,3000.0
TOI-1736,7.073076
Kepler-1947,6.963630199
Kepler-1568,20.925392
Kepler-1453,47.1611696
ups And,4.617033
HD 42813,6.429575
TOI-4010,14.70886
WASP-158,3.656333
TOI-849,0.765548
Kepler-825,3.77360059
Kepler-1233,45.1263042
Kepler-1481,5.94220998
Kepler-285,2.633867
Kepler-1076,6.14727918
TOI-6255,0.23818244
Kepler-328,71.312
Kepler-311,232.040326
TOI-1794,8.765528
TOI-1669,500.0
HD 159243,248.4
HAT-P-46,4.463129
Kepler-67,15.7259
GJ 667 C,28.14
HD 73526,379.1
HATS-5,4.763387
bet Cnc,605.2
GJ 667 C,62.24
Kepler-415,8.708
Kepler-416,6.319
CoRoT-2,1.7429935
DP Leo,10220.0
HAT-P-17,5584.0
Kepler-415,4.176
Kapteyn,121.54
Kepler-77,3.57878087
Kepler-197,15.677563
HIP 105854,184.2
V0391 Peg,1170.0
HAT-P-27,3.039577
WASP-75,2.484193
Kepler-259,36.924931
Kepler-148,4.180043
TOI-1408,2.1664
GJ 1132,1.62892911
Kepler-165,15.31299
Kepler-69,242.4613
NN Ser,5573.55
HAT-P-42,4.641878
Kepler-216,7.693641
Kepler-65,8.13123
Kepler-65,5.859944
Kepler-289,66.0282
Kepler-289,125.8723
Kepler-561,58.3620495
91 Aqr,181.4
tau Gem,305.5
GJ 163,25.63058
DENIS-P J082303.1-491201,246.36
Kepler-289,34.5383
HIP 63242,124.6
Kepler-57,5.72
Kepler-338,13.726976
Kepler-24,8.14
Kepler-23,7.1
TOI-1408,4.42587
Kepler-116,13.07163
Kepler-1550,225.582809
Kepler-266,6.61833
Kepler-270,11.476094
Kepler-183,5.687945
Kepler-280,4.807091
Kepler-155,5.931194
Kepler-300,40.714955
Kepler-214,15.660544
Kepler-341,8.01041
Kepler-330,15.955387
Kepler-292,11.97901
Kepler-295,12.645164
Kepler-298,10.475464
Kepler-225,6.738975
Kepler-329,18.684737
Kepler-298,22.92881
Kepler-300,10.446347
Kepler-286,1.796302
Kepler-232,11.379349
Kepler-226,3.940997
Kepler-289,330.0716
Kepler-279,98.3531
Kepler-139,355.0
Kepler-408,2.46502
HD 191939,2898.0
Kepler-141,3.107675
Kepler-280,2.139542
Kepler-386,25.193458
Kepler-222,3.936981
Kepler-291,3.546511
Kepler-104,11.427548
Kepler-363,11.932125
Kepler-384,22.597053
Kepler-308,9.694928
Kepler-364,59.980627
Kepler-1330,10.10769068
Kepler-147,12.610584
Kepler-717,4.40840023
Kepler-311,9.176092
Kepler-891,53.44945593
Kepler-382,5.262155
Kepler-135,6.00253
Kepler-228,2.566546
Kepler-1044,6.77408868
Kepler-371,34.763278
Kepler-222,10.08881
Kepler-1476,10.35863224
Kepler-290,14.589347
Kepler-247,3.33616
Kepler-251,4.790936
Kepler-374,3.282807
TOI-1744,22.341702927
Kepler-294,3.701212
Kepler-921,51.300634
Kepler-254,18.746477
Kepler-1610,8.70181574
Kepler-377,27.014976
Kepler-261,10.381227
Kepler-309,105.356383
Kepler-383,12.904532
HATS-55,4.2042001
Kepler-1158,13.5396293
Kepler-378,16.092361
Kepler-123,17.232366
Kepler-104,23.668205
Kepler-357,49.499875
Kepler-1479,14.53261362
Kepler-1904,4.577020168
L 98-59,2.253114
Kepler-149,160.018032
Kepler-386,12.31043
Kepler-331,8.457496
Kepler-340,22.824669
Kepler-110,31.719775
Kepler-104,51.755394
Kepler-273,2.936532
L 98-59,12.8278
L 98-59,7.450729
L 98-59,23.064
Kepler-716,10.37168453
Kepler-1826,1.615360022
Kepler-732,9.467814048
Kepler-265,43.130617
Kepler-200,8.594805
Kepler-190,3.763024
Kepler-875,27.5073799
Kepler-269,8.127899
Kepler-904,3.021668632
Kepler-282,13.638723
Kepler-344,125.596809
Kepler-55,4.617534
Kepler-909,13.93290318
Kepler-283,92.743711
Kepler-288,56.633742
Kepler-398,4.081423
Kepler-311,19.738286
Kepler-760,2.46697439
Kepler-10,151.06
Kepler-10,0.8374907
Kepler-299,38.285489
Kepler-203,11.32972
Kepler-201,151.884058
Kepler-249,7.113702
Kepler-1388,20.9568158
Kepler-407,0.6693124
Kepler-142,2.024152
Kepler-55,10.198545
Kepler-308,15.38231
Kepler-124,3.410493
Kepler-400,9.024389
Kepler-10,45.294301
TOI-5386 A,3.62156552
Kepler-355,11.03189
Kepler-316,2.240508
Kepler-398,11.419412
Kepler-563,22.18432708
Kepler-357,6.475434
Kepler-358,34.060467
Kepler-345,9.387427
TOI-1238,0.764597
TOI-1238,3.294736
Kepler-405,29.726682
Kepler-211,4.138575
Kepler-360,7.186434
Kepler-282,24.806
Kepler-325,12.762172
Kepler-1324,4.115844679
Kepler-134,5.317429
Kepler-444,9.740486
Kepler-363,3.614568
Kepler-366,12.51616
